sitename,latitude,longitude,measurement_height_above_ground,surface_cover_radius,time_analysis_start,time_coverage_end,timestep_interval_seconds,local_utc_offset_hours
KL-KualaLumpur-2016_1month_s26,2.956391845350323,101.59734686473729,100,1000,2016-01-01 00:00:00,2016-01-11 00:00:00,3600,8
KL-KualaLumpur-2016_1month_s27,2.9964689241400237,101.59734686473729,100,1000,2016-01-01 00:00:00,2016-01-11 00:00:00,3600,8
KL-KualaLumpur-2016_1month_s28,3.0365419902469992,101.59734686473729,100,1000,2016-01-01 00:00:00,2016-01-11 00:00:00,3600,8
KL-KualaLumpur-2016_1month_s29,3.0766109843293385,101.59734686473729,100,1000,2016-01-01 00:00:00,2016-01-11 00:00:00,3600,8
KL-KualaLumpur-2016_1month_s30,3.1166758470481692,101.59734686473729,100,1000,2016-01-01 00:00:00,2016-01-11 00:00:00,3600,8
KL-KualaLumpur-2016_1month_s31,3.1567365190677084,101.59734686473729,100,1000,2016-01-01 00:00:00,2016-01-11 00:00:00,3600,8
KL-KualaLumpur-2016_1month_s32,3.1967929410553273,101.59734686473729,100,1000,2016-01-01 00:00:00,2016-01-11 00:00:00,3600,8
KL-KualaLumpur-2016_1month_s33,2.916310813222783,101.63739987658546,100,1000,2016-01-01 00:00:00,2016-01-11 00:00:00,3600,8
KL-KualaLumpur-2016_1month_s34,2.956391845350323,101.63739987658546,100,1000,2016-01-01 00:00:00,2016-01-11 00:00:00,3600,8
KL-KualaLumpur-2016_1month_s35,2.9964689241400237,101.63739987658546,100,1000,2016-01-01 00:00:00,2016-01-11 00:00:00,3600,8
KL-KualaLumpur-2016_1month_s36,3.0365419902469992,101.63739987658546,100,1000,2016-01-01 00:00:00,2016-01-11 00:00:00,3600,8
KL-KualaLumpur-2016_1month_s37,3.0766109843293385,101.63739987658546,100,1000,2016-01-01 00:00:00,2016-01-11 00:00:00,3600,8
KL-KualaLumpur-2016_1month_s38,3.1166758470481692,101.63739987658546,100,1000,2016-01-01 00:00:00,2016-01-11 00:00:00,3600,8
KL-KualaLumpur-2016_1month_s39,3.1567365190677084,101.63739987658546,100,1000,2016-01-01 00:00:00,2016-01-11 00:00:00,3600,8
KL-KualaLumpur-2016_1month_s40,3.1967929410553273,101.63739987658546,100,1000,2016-01-01 00:00:00,2016-01-11 00:00:00,3600,8
KL-KualaLumpur-2016_1month_s41,2.916310813222783,101.67745587306008,100,1000,2016-01-01 00:00:00,2016-01-11 00:00:00,3600,8
KL-KualaLumpur-2016_1month_s42,2.956391845350323,101.67745587306008,100,1000,2016-01-01 00:00:00,2016-01-11 00:00:00,3600,8
KL-KualaLumpur-2016_1month_s43,2.9964689241400237,101.67745587306008,100,1000,2016-01-01 00:00:00,2016-01-11 00:00:00,3600,8
KL-KualaLumpur-2016_1month_s44,3.0365419902469992,101.67745587306008,100,1000,2016-01-01 00:00:00,2016-01-11 00:00:00,3600,8
KL-KualaLumpur-2016_1month_s45,3.0766109843293385,101.67745587306008,100,1000,2016-01-01 00:00:00,2016-01-11 00:00:00,3600,8
KL-KualaLumpur-2016_1month_s46,3.1166758470481692,101.67745587306008,100,1000,2016-01-01 00:00:00,2016-01-11 00:00:00,3600,8
KL-KualaLumpur-2016_1month_s47,3.1567365190677084,101.67745587306008,100,1000,2016-01-01 00:00:00,2016-01-11 00:00:00,3600,8
KL-KualaLumpur-2016_1month_s48,3.1967929410553273,101.67745587306008,100,1000,2016-01-01 00:00:00,2016-01-11 00:00:00,3600,8
KL-KualaLumpur-2016_1month_s49,2.916310813222783,101.71751489282403,100,1000,2016-01-01 00:00:00,2016-01-11 00:00:00,3600,8
KL-KualaLumpur-2016_1month_s50,2.956391845350323,101.71751489282403,100,1000,2016-01-01 00:00:00,2016-01-11 00:00:00,3600,8
KL-KualaLumpur-2016_1month_s51,2.9964689241400237,101.71751489282403,100,1000,2016-01-01 00:00:00,2016-01-11 00:00:00,3600,8
KL-KualaLumpur-2016_1month_s52,3.0365419902469992,101.71751489282403,100,1000,2016-01-01 00:00:00,2016-01-11 00:00:00,3600,8
KL-KualaLumpur-2016_1month_s53,3.0766109843293385,101.71751489282403,100,1000,2016-01-01 00:00:00,2016-01-11 00:00:00,3600,8
KL-KualaLumpur-2016_1month_s54,3.1166758470481692,101.71751489282403,100,1000,2016-01-01 00:00:00,2016-01-11 00:00:00,3600,8
KL-KualaLumpur-2016_1month_s55,3.1567365190677084,101.71751489282403,100,1000,2016-01-01 00:00:00,2016-01-11 00:00:00,3600,8
KL-KualaLumpur-2016_1month_s56,3.1967929410553273,101.71751489282403,100,1000,2016-01-01 00:00:00,2016-01-11 00:00:00,3600,8
KL-KualaLumpur-2016_1month_s57,2.916310813222783,101.75757697452725,100,1000,2016-01-01 00:00:00,2016-01-11 00:00:00,3600,8
KL-KualaLumpur-2016_1month_s58,2.956391845350323,101.75757697452725,100,1000,2016-01-01 00:00:00,2016-01-11 00:00:00,3600,8
KL-KualaLumpur-2016_1month_s59,2.9964689241400237,101.75757697452725,100,1000,2016-01-01 00:00:00,2016-01-11 00:00:00,3600,8
KL-KualaLumpur-2016_1month_s60,3.0365419902469992,101.75757697452725,100,1000,2016-01-01 00:00:00,2016-01-11 00:00:00,3600,8
KL-KualaLumpur-2016_1month_s61,3.0766109843293385,101.75757697452725,100,1000,2016-01-01 00:00:00,2016-01-11 00:00:00,3600,8
KL-KualaLumpur-2016_1month_s62,3.1166758470481692,101.75757697452725,100,1000,2016-01-01 00:00:00,2016-01-11 00:00:00,3600,8
KL-KualaLumpur-2016_1month_s63,3.1567365190677084,101.75757697452725,100,1000,2016-01-01 00:00:00,2016-01-11 00:00:00,3600,8
KL-KualaLumpur-2016_1month_s64,3.1967929410553273,101.75757697452725,100,1000,2016-01-01 00:00:00,2016-01-11 00:00:00,3600,8
